appointment_id,contact_id,daysmart_contact_id,appointment_date,service,staff_member,duration_minutes,amount_usd,status,location,data_status,import_date
APT-102879,DS-201030,DS-201030,2025-06-05,Consultation,Jeffrey Hernandez,90,225.1,Cancelled,Downtown,LIVE,2026-04-14
APT-102880,DS-201030,DS-201030,2024-09-17,Facial,Norma Graham,45,279.65,Completed,Westside,LIVE,2026-04-14
APT-102881,DS-201030,DS-201030,2023-09-18,Keratin Treatment,Michael Gomez,90,200.91,Completed,Westside,LIVE,2026-04-14
APT-102882,DS-201030,DS-201030,2022-11-29,Manicure,Joe Howard,120,176.11,Completed,Online,LIVE,2026-04-14
APT-102883,DS-201030,DS-201030,2020-04-28,Keratin Treatment,Janice Lopez,90,141.11,Completed,Westside,LIVE,2026-04-14
APT-102884,DS-201031,DS-201031,2020-01-10,Blowout,Caitlin Powers MD,60,235.28,Completed,Westside,LIVE,2026-04-14
APT-102885,DS-201031,DS-201031,2024-01-02,Manicure,Mary Gardner,90,43.11,Completed,Main Branch,LIVE,2026-04-14
APT-102886,DS-201031,DS-201031,2024-03-24,Color Treatment,Samuel Wiley,90,219.36,Completed,Online,LIVE,2026-04-14
APT-102887,DS-201031,DS-201031,2022-07-08,Pedicure,Russell Adams,90,187.62,Completed,Main Branch,LIVE,2026-04-14
APT-102888,DS-201031,DS-201031,2021-03-11,Consultation,Jennifer Banks,120,160.55,No-Show,Downtown,LIVE,2026-04-14
APT-102889,DS-201033,DS-201033,2019-09-11,Massage,Stacey Castro,60,114.45,No-Show,Online,LIVE,2026-04-14
APT-102890,DS-201033,DS-201033,2019-07-12,Color Treatment,Thomas Smith,120,143.55,Cancelled,Downtown,LIVE,2026-04-14
APT-102891,DS-201033,DS-201033,2023-04-30,Haircut,Hunter Silva,90,162.41,Completed,Westside,LIVE,2026-04-14
APT-102892,DS-201033,DS-201033,2023-12-10,Manicure,Chelsea Nelson,45,175.1,No-Show,Downtown,LIVE,2026-04-14
APT-102893,DS-201034,DS-201034,2024-03-14,Massage,William Gonzales,30,257.78,Completed,Westside,LIVE,2026-04-14
APT-102894,DS-201034,DS-201034,2022-08-26,Consultation,Christina Stanton,60,264.45,Completed,Online,LIVE,2026-04-14
APT-102895,DS-201034,DS-201034,2020-07-17,Color Treatment,Danielle Schmitt,45,215.19,Completed,Westside,LIVE,2026-04-14
APT-102896,DS-201034,DS-201034,2023-01-12,Pedicure,William Zhang,30,193.42,Completed,Downtown,LIVE,2026-04-14
APT-102897,DS-201034,DS-201034,2024-03-27,Keratin Treatment,Susan Ayers,120,32.25,Completed,Main Branch,LIVE,2026-04-14
APT-102898,DS-201034,DS-201034,2020-02-05,Manicure,Jennifer Smith,90,154.72,Completed,Downtown,LIVE,2026-04-14
APT-102899,DS-201035,DS-201035,2020-03-29,Manicure,Philip Santos,60,43.72,Completed,Main Branch,LIVE,2026-04-14
APT-102900,DS-201035,DS-201035,2019-01-21,Keratin Treatment,Edward Cook PhD,45,32.47,Completed,Main Branch,LIVE,2026-04-14
APT-102901,DS-201035,DS-201035,2022-10-06,Massage,Debbie Olson,30,127.24,Completed,Main Branch,LIVE,2026-04-14
APT-102902,DS-201035,DS-201035,2020-05-07,Facial,David Anderson,45,214.32,Completed,Downtown,LIVE,2026-04-14
APT-102903,DS-201035,DS-201035,2022-05-04,Blowout,Stephanie Herrera,120,201.91,Cancelled,Main Branch,LIVE,2026-04-14
APT-102904,DS-201035,DS-201035,2019-09-24,Facial,Courtney Skinner,30,266.41,Completed,Online,LIVE,2026-04-14
APT-102905,DS-201036,DS-201036,2019-05-11,Blowout,Omar Owen,30,266.31,Completed,Downtown,LIVE,2026-04-14
APT-102906,DS-201037,DS-201037,2020-10-22,Pedicure,Emily Johnson,120,269.28,Completed,Online,LIVE,2026-04-14
APT-102907,DS-201037,DS-201037,2022-09-25,Color Treatment,Aaron Richardson,120,57.14,Completed,Online,LIVE,2026-04-14
APT-102908,DS-201037,DS-201037,2019-06-12,Manicure,Ashley King,60,287.56,No-Show,Main Branch,LIVE,2026-04-14
APT-102909,DS-201037,DS-201037,2020-03-10,Highlights,Renee Freeman,60,99.35,No-Show,Online,LIVE,2026-04-14
APT-102910,DS-201037,DS-201037,2020-10-21,Haircut,Anna Soto,60,191.37,Completed,Online,LIVE,2026-04-14
APT-102911,DS-201037,DS-201037,2025-06-21,Facial,Jesus Armstrong,120,26.47,Completed,Downtown,LIVE,2026-04-14
APT-102912,DS-201037,DS-201037,2025-03-19,Highlights,Frank Duran,120,105.45,Cancelled,Online,LIVE,2026-04-14
APT-102913,DS-201037,DS-201037,2023-08-15,Massage,Margaret Green,90,228.73,Completed,Main Branch,LIVE,2026-04-14
APT-102914,DS-201039,DS-201039,2023-01-30,Blowout,Sarah Bradley,60,189.23,Completed,Online,LIVE,2026-04-14
APT-102915,DS-201039,DS-201039,2024-09-05,Haircut,Greg Warren,90,104.09,Completed,Westside,LIVE,2026-04-14
APT-102916,DS-201040,DS-201040,2019-09-19,Blowout,Beverly Williamson,120,122.78,Completed,Westside,LIVE,2026-04-14
APT-102917,DS-201041,DS-201041,2024-02-14,Manicure,Brian Ferguson,60,162.18,Cancelled,Westside,LIVE,2026-04-14
APT-102918,DS-201041,DS-201041,2022-10-15,Keratin Treatment,James Francis,120,244.95,Completed,Downtown,LIVE,2026-04-14
APT-102919,DS-201041,DS-201041,2025-03-21,Manicure,Oscar Hall,120,195.71,Completed,Online,LIVE,2026-04-14
APT-102920,DS-201041,DS-201041,2021-01-18,Keratin Treatment,Diamond Hayes,30,150.01,Completed,Westside,LIVE,2026-04-14
APT-102921,DS-201043,DS-201043,2025-03-14,Facial,Brittany Gallegos,45,232.89,Completed,Downtown,LIVE,2026-04-14
APT-102922,DS-201046,DS-201046,2025-07-25,Haircut,Michael Johnson,120,160.81,No-Show,Westside,LIVE,2026-04-14
APT-102923,DS-201046,DS-201046,2024-08-11,Color Treatment,Andrea Ford,45,176.31,Completed,Downtown,LIVE,2026-04-14
APT-102924,DS-201046,DS-201046,2021-03-23,Haircut,Michelle Martinez,60,123.76,Completed,Downtown,LIVE,2026-04-14
APT-102925,DS-201046,DS-201046,2025-10-28,Pedicure,Connie Dawson,60,254.38,Completed,Downtown,LIVE,2026-04-14
APT-102926,DS-201047,DS-201047,2024-12-02,Color Treatment,Lisa Torres,45,239.54,Completed,Westside,LIVE,2026-04-14
APT-102927,DS-201047,DS-201047,2019-03-09,Pedicure,Stacey Taylor,45,49.36,Completed,Downtown,LIVE,2026-04-14
APT-102928,DS-201047,DS-201047,2023-12-09,Keratin Treatment,Scott Davis,120,89.39,Completed,Downtown,LIVE,2026-04-14
APT-102929,DS-201047,DS-201047,2025-03-16,Blowout,Megan Bell,45,111.26,Completed,Online,LIVE,2026-04-14
APT-102930,DS-201047,DS-201047,2019-08-14,Haircut,Ryan Hill,45,258.98,Completed,Downtown,LIVE,2026-04-14
APT-102931,DS-201048,DS-201048,2024-10-19,Keratin Treatment,Paul Jenkins,30,233.58,Completed,Main Branch,LIVE,2026-04-14
APT-102932,DS-201048,DS-201048,2024-05-04,Facial,Ronald Tapia,45,72.67,Completed,Westside,LIVE,2026-04-14
APT-102933,DS-201048,DS-201048,2025-06-20,Manicure,Linda Harper,30,44.99,Completed,Downtown,LIVE,2026-04-14
APT-102934,DS-201048,DS-201048,2025-07-12,Massage,Kelsey Maynard,45,123.85,Completed,Online,LIVE,2026-04-14
APT-102935,DS-201048,DS-201048,2020-05-17,Manicure,Rachel Rice,120,291.01,Completed,Main Branch,LIVE,2026-04-14
APT-102936,DS-201048,DS-201048,2026-03-07,Manicure,Ronald Cannon,45,267.39,Completed,Main Branch,LIVE,2026-04-14
APT-102937,DS-201048,DS-201048,2020-01-24,Color Treatment,Dawn Williams,60,285.49,Completed,Main Branch,LIVE,2026-04-14
APT-102938,DS-201048,DS-201048,2024-03-16,Pedicure,Breanna Perry,45,266.56,Completed,Online,LIVE,2026-04-14
APT-102939,DS-201049,DS-201049,2024-07-28,Haircut,Matthew Soto,120,279.11,Completed,Westside,LIVE,2026-04-14
APT-102940,DS-201049,DS-201049,2024-02-29,Color Treatment,Miss Kelly Yates,60,290.72,Completed,Online,LIVE,2026-04-14
APT-102941,DS-201049,DS-201049,2020-10-18,Consultation,Zachary Hansen,45,180.68,Cancelled,Main Branch,LIVE,2026-04-14
APT-102942,DS-201049,DS-201049,2023-08-19,Massage,Seth Young,45,212.81,Completed,Online,LIVE,2026-04-14
APT-102943,DS-201049,DS-201049,2023-02-27,Color Treatment,David Harris,60,274.89,Completed,Main Branch,LIVE,2026-04-14
APT-102944,DS-201049,DS-201049,2019-06-01,Facial,Vickie Rivera,120,297.88,Completed,Downtown,LIVE,2026-04-14
APT-102945,DS-201050,DS-201050,2024-06-08,Manicure,Jessica Ferguson MD,45,241.52,Cancelled,Main Branch,LIVE,2026-04-14
APT-102946,DS-201050,DS-201050,2021-06-19,Highlights,Richard Wagner,120,42.08,Cancelled,Main Branch,LIVE,2026-04-14
APT-102947,DS-201050,DS-201050,2026-01-05,Facial,Anthony Harris,45,207.96,No-Show,Downtown,LIVE,2026-04-14
APT-102948,DS-201050,DS-201050,2023-10-05,Highlights,Susan Armstrong,90,292.27,Cancelled,Online,LIVE,2026-04-14
APT-102949,DS-201050,DS-201050,2024-08-01,Highlights,Hailey Dickson,30,188.46,Completed,Westside,LIVE,2026-04-14
APT-102950,DS-201050,DS-201050,2022-02-15,Blowout,Zachary Delacruz,60,221.95,Completed,Main Branch,LIVE,2026-04-14
APT-102951,DS-201050,DS-201050,2021-03-25,Facial,Jessica Burton,60,209.85,Completed,Online,LIVE,2026-04-14
APT-102952,DS-201051,DS-201051,2024-12-26,Keratin Treatment,Karen Richardson,90,213.23,Completed,Online,LIVE,2026-04-14
APT-102953,DS-201051,DS-201051,2025-07-01,Massage,Kelly Gonzales,90,83.33,Completed,Westside,LIVE,2026-04-14
APT-102954,DS-201051,DS-201051,2019-11-19,Pedicure,Justin White,120,185.15,Completed,Main Branch,LIVE,2026-04-14
APT-102955,DS-201051,DS-201051,2025-02-28,Highlights,Duane Hernandez,90,189.26,Completed,Online,LIVE,2026-04-14
APT-102956,DS-201051,DS-201051,2024-02-22,Massage,Taylor Martinez,120,289.27,Completed,Downtown,LIVE,2026-04-14
APT-102957,DS-201051,DS-201051,2023-07-23,Manicure,Amy Gilbert,90,214.74,Completed,Westside,LIVE,2026-04-14
APT-102958,DS-201051,DS-201051,2025-09-01,Keratin Treatment,Katrina Wilson,120,263.8,Completed,Downtown,LIVE,2026-04-14
APT-102959,DS-201051,DS-201051,2024-02-13,Haircut,Elizabeth Burke,30,99.23,Completed,Westside,LIVE,2026-04-14
APT-102960,DS-201051,DS-201051,2023-08-24,Keratin Treatment,Deborah Todd,90,83.17,Completed,Main Branch,LIVE,2026-04-14
APT-102961,DS-201052,DS-201052,2022-03-23,Color Treatment,Elizabeth Williams,90,262.36,Completed,Westside,LIVE,2026-04-14
APT-102962,DS-201052,DS-201052,2022-07-14,Keratin Treatment,Jose Lee,90,27.08,Cancelled,Downtown,LIVE,2026-04-14
APT-102963,DS-201052,DS-201052,2019-04-20,Pedicure,April Larson,45,44.51,Completed,Online,LIVE,2026-04-14
APT-102964,DS-201052,DS-201052,2024-07-19,Massage,Jennifer Spencer,90,34.76,No-Show,Main Branch,LIVE,2026-04-14
APT-102965,DS-201052,DS-201052,2025-12-12,Keratin Treatment,Melissa Dunn,45,69.29,Cancelled,Westside,LIVE,2026-04-14
APT-102966,DS-201052,DS-201052,2023-11-02,Keratin Treatment,Luke Reese,120,263.06,Cancelled,Westside,LIVE,2026-04-14
APT-102967,DS-201052,DS-201052,2021-02-07,Haircut,Ashley Sullivan,90,237.6,Completed,Downtown,LIVE,2026-04-14
APT-102968,DS-201054,DS-201054,2022-05-16,Manicure,Mrs. Lori Munoz DVM,120,122.4,No-Show,Downtown,LIVE,2026-04-14
APT-102969,DS-201054,DS-201054,2019-04-15,Consultation,Todd Whitaker,120,210.5,Completed,Downtown,LIVE,2026-04-14
APT-102970,DS-201054,DS-201054,2020-07-20,Facial,Barbara Campbell,30,175.94,Completed,Online,LIVE,2026-04-14
APT-102971,DS-201054,DS-201054,2023-02-22,Manicure,Brianna Cabrera,45,290.75,Cancelled,Online,LIVE,2026-04-14
APT-102972,DS-201054,DS-201054,2022-12-14,Facial,Thomas Deleon,45,153.88,Cancelled,Online,LIVE,2026-04-14
APT-102973,DS-201054,DS-201054,2025-06-28,Facial,Kim Mendoza,60,42.43,Completed,Online,LIVE,2026-04-14
APT-102974,DS-201054,DS-201054,2022-09-24,Massage,Jennifer Smith,30,31.49,Completed,Online,LIVE,2026-04-14
APT-102975,DS-201055,DS-201055,2025-01-18,Haircut,Lynn Thornton,60,216.34,Completed,Main Branch,LIVE,2026-04-14
APT-102976,DS-201055,DS-201055,2024-04-28,Keratin Treatment,Sarah Ramos,120,53.51,No-Show,Downtown,LIVE,2026-04-14
APT-102977,DS-201055,DS-201055,2025-10-04,Pedicure,Lori Peck,60,77.45,Cancelled,Downtown,LIVE,2026-04-14
APT-102978,DS-201055,DS-201055,2026-02-10,Color Treatment,Lori Wilson,90,233.02,Completed,Downtown,LIVE,2026-04-14
APT-102979,DS-201055,DS-201055,2024-05-02,Keratin Treatment,Christian Smith,45,272.84,No-Show,Main Branch,LIVE,2026-04-14
APT-102980,DS-201056,DS-201056,2022-04-26,Haircut,Krista Alvarado,60,240.02,Completed,Downtown,LIVE,2026-04-14
APT-102981,DS-201056,DS-201056,2022-09-29,Manicure,Michael Adams,45,88.37,No-Show,Main Branch,LIVE,2026-04-14
APT-102982,DS-201056,DS-201056,2026-04-14,Manicure,Shelly Sharp,120,40.46,Completed,Downtown,LIVE,2026-04-14
APT-102983,DS-201056,DS-201056,2024-06-03,Facial,Jordan Guzman,45,137.77,Completed,Main Branch,LIVE,2026-04-14
APT-102984,DS-201056,DS-201056,2021-01-01,Consultation,Charlotte Nichols,120,122.06,Cancelled,Downtown,LIVE,2026-04-14
APT-102985,DS-201056,DS-201056,2023-03-01,Color Treatment,John Buckley,60,121.23,Completed,Westside,LIVE,2026-04-14
APT-102986,DS-201056,DS-201056,2022-08-22,Pedicure,Cassandra Smith,90,282.73,Completed,Westside,LIVE,2026-04-14
APT-102987,DS-201058,DS-201058,2022-01-06,Massage,Mr. Wesley Morrison,90,241.69,Completed,Main Branch,LIVE,2026-04-14
APT-102988,DS-201058,DS-201058,2019-07-18,Consultation,Linda Donaldson,120,48.72,Completed,Downtown,LIVE,2026-04-14
APT-102989,DS-201058,DS-201058,2025-02-10,Highlights,Richard Chandler,120,258.22,Cancelled,Westside,LIVE,2026-04-14
APT-102990,DS-201058,DS-201058,2023-06-27,Blowout,Cheyenne Thomas,45,86.87,No-Show,Main Branch,LIVE,2026-04-14
APT-102991,DS-201058,DS-201058,2023-01-21,Highlights,Deborah Mays,30,45.05,No-Show,Westside,LIVE,2026-04-14
APT-102992,DS-201062,DS-201062,2021-04-01,Color Treatment,Jessica Perry,60,207.44,Completed,Online,LIVE,2026-04-14
APT-102993,DS-201062,DS-201062,2026-04-14,Massage,Anne Acosta,60,131.46,Completed,Westside,LIVE,2026-04-14
APT-102994,DS-201062,DS-201062,2022-01-24,Consultation,Roger Johnson,45,198.98,Cancelled,Main Branch,LIVE,2026-04-14
APT-102995,DS-201062,DS-201062,2025-04-29,Manicure,Daniel Jones,90,199.85,Completed,Main Branch,LIVE,2026-04-14
APT-102996,DS-201062,DS-201062,2023-08-20,Color Treatment,Joshua Martinez,120,120.54,No-Show,Online,LIVE,2026-04-14
APT-102997,DS-201062,DS-201062,2023-08-29,Blowout,Taylor Johnson,90,179.9,Completed,Downtown,LIVE,2026-04-14
APT-102998,DS-201062,DS-201062,2021-08-04,Facial,Wendy Ramirez,120,152.98,No-Show,Main Branch,LIVE,2026-04-14
APT-102999,DS-201062,DS-201062,2025-01-31,Massage,Dylan Anderson,90,212.53,Completed,Online,LIVE,2026-04-14
APT-103000,DS-201063,DS-201063,2023-09-28,Haircut,Chelsey Taylor MD,60,143.67,Completed,Westside,LIVE,2026-04-14
APT-103001,DS-201063,DS-201063,2020-08-15,Highlights,Laura Gallegos,120,199.04,Completed,Westside,LIVE,2026-04-14
APT-103002,DS-201063,DS-201063,2021-08-17,Color Treatment,Alyssa Martinez,60,184.03,Completed,Downtown,LIVE,2026-04-14
APT-103003,DS-201066,DS-201066,2021-05-02,Consultation,Haley Golden,60,28.85,Completed,Main Branch,LIVE,2026-04-14
APT-103004,DS-201067,DS-201067,2024-01-16,Massage,Philip Gutierrez,60,210.16,Completed,Downtown,LIVE,2026-04-14
APT-103005,DS-201067,DS-201067,2024-11-23,Highlights,Carl Young,120,248.59,Completed,Westside,LIVE,2026-04-14
APT-103006,DS-201067,DS-201067,2025-03-27,Blowout,James Brooks,45,264.49,Cancelled,Online,LIVE,2026-04-14
APT-103007,DS-201067,DS-201067,2020-01-22,Facial,Catherine Wilkins,90,23.55,Completed,Main Branch,LIVE,2026-04-14
APT-103008,DS-201067,DS-201067,2021-04-28,Highlights,Joseph Hickman,90,136.7,Completed,Online,LIVE,2026-04-14
APT-103009,DS-201067,DS-201067,2024-05-09,Color Treatment,Kristen Strong,60,102.81,Completed,Westside,LIVE,2026-04-14
APT-103010,DS-201068,DS-201068,2024-04-04,Blowout,Wendy Stuart,60,26.45,Completed,Online,LIVE,2026-04-14
APT-103011,DS-201069,DS-201069,2026-03-06,Pedicure,Corey Jimenez,90,29.7,Completed,Downtown,LIVE,2026-04-14
APT-103012,DS-201069,DS-201069,2025-09-19,Massage,Shane Weeks,30,143.87,No-Show,Downtown,LIVE,2026-04-14
APT-103013,DS-201069,DS-201069,2020-11-24,Blowout,Pamela Cole,90,294.99,Completed,Downtown,LIVE,2026-04-14
APT-103014,DS-201070,DS-201070,2025-04-14,Highlights,Adam Johnson,120,64.53,Completed,Online,LIVE,2026-04-14
APT-103015,DS-201070,DS-201070,2026-03-23,Manicure,Max Ray,120,118.08,Completed,Westside,LIVE,2026-04-14
APT-103016,DS-201070,DS-201070,2022-07-06,Keratin Treatment,Elizabeth Ruiz,120,261.65,Completed,Main Branch,LIVE,2026-04-14
APT-103017,DS-201070,DS-201070,2020-01-25,Facial,Rita Gomez,45,117.72,Completed,Main Branch,LIVE,2026-04-14
APT-103018,DS-201070,DS-201070,2023-10-05,Massage,Dawn Allen,90,46.38,Cancelled,Main Branch,LIVE,2026-04-14
APT-103019,DS-201070,DS-201070,2024-10-13,Facial,Melvin Montes,90,254.09,Completed,Main Branch,LIVE,2026-04-14
APT-103020,DS-201070,DS-201070,2019-09-10,Blowout,Jason Drake,60,71.83,Completed,Westside,LIVE,2026-04-14
APT-103021,DS-201070,DS-201070,2021-04-27,Consultation,Craig Hays,45,32.85,Completed,Westside,LIVE,2026-04-14
APT-103022,DS-201070,DS-201070,2019-12-05,Facial,Andrea Long,45,139.71,Completed,Westside,LIVE,2026-04-14
APT-103023,DS-201071,DS-201071,2019-04-09,Color Treatment,Cassandra Craig,90,246.03,Completed,Online,LIVE,2026-04-14
APT-103024,DS-201071,DS-201071,2025-09-21,Haircut,Jeffrey Brown,120,131.0,No-Show,Westside,LIVE,2026-04-14
APT-103025,DS-201071,DS-201071,2025-04-25,Color Treatment,Mary Decker,120,140.68,Completed,Westside,LIVE,2026-04-14
APT-103026,DS-201071,DS-201071,2021-04-22,Pedicure,Joshua Mills,45,168.96,No-Show,Westside,LIVE,2026-04-14
APT-103027,DS-201072,DS-201072,2024-08-12,Manicure,Kara Joseph,60,125.37,No-Show,Westside,LIVE,2026-04-14
APT-103028,DS-201072,DS-201072,2023-06-10,Keratin Treatment,Sophia Stewart,60,74.43,No-Show,Westside,LIVE,2026-04-14
APT-103029,DS-201072,DS-201072,2021-06-22,Keratin Treatment,John Martinez,45,209.03,Completed,Main Branch,LIVE,2026-04-14
APT-103030,DS-201072,DS-201072,2019-07-31,Pedicure,Jennifer Holland,90,137.81,Cancelled,Westside,LIVE,2026-04-14
APT-103031,DS-201072,DS-201072,2024-12-06,Facial,Tonya Duke,30,74.7,Completed,Downtown,LIVE,2026-04-14
APT-103032,DS-201072,DS-201072,2019-07-12,Facial,Michael Hill,30,227.79,No-Show,Online,LIVE,2026-04-14
APT-103033,DS-201072,DS-201072,2022-05-24,Highlights,Linda Cervantes,45,114.44,Completed,Main Branch,LIVE,2026-04-14
APT-103034,DS-201072,DS-201072,2024-03-07,Manicure,Dominique Jones,90,184.5,Cancelled,Westside,LIVE,2026-04-14
APT-103035,DS-201075,DS-201075,2026-03-25,Consultation,Jacqueline Baker,60,161.24,Completed,Downtown,LIVE,2026-04-14
APT-103036,DS-201075,DS-201075,2023-05-23,Manicure,Joshua Greene,60,166.38,Completed,Westside,LIVE,2026-04-14
APT-103037,DS-201075,DS-201075,2022-04-28,Facial,Mary Taylor,30,250.61,Completed,Westside,LIVE,2026-04-14
APT-103038,DS-201075,DS-201075,2025-06-25,Pedicure,Cristina Soto,60,49.36,Completed,Westside,LIVE,2026-04-14
APT-103039,DS-201075,DS-201075,2023-11-18,Massage,Susan Hansen,45,51.49,Cancelled,Westside,LIVE,2026-04-14
APT-103040,DS-201075,DS-201075,2024-08-23,Facial,Clarence Williams,90,92.09,Completed,Westside,LIVE,2026-04-14
APT-103041,DS-201075,DS-201075,2025-08-27,Facial,Selena Chavez,60,261.75,Completed,Online,LIVE,2026-04-14
APT-103042,DS-201077,DS-201077,2020-12-24,Consultation,Peter Morris,30,117.72,Cancelled,Westside,LIVE,2026-04-14
APT-103043,DS-201077,DS-201077,2021-02-23,Consultation,Renee Murray,60,181.96,Completed,Westside,LIVE,2026-04-14
APT-103044,DS-201077,DS-201077,2024-05-26,Pedicure,Maria Hale,30,174.12,Completed,Online,LIVE,2026-04-14
APT-103045,DS-201077,DS-201077,2024-11-21,Massage,Thomas Young,30,88.07,Completed,Online,LIVE,2026-04-14
APT-103046,DS-201077,DS-201077,2022-10-29,Highlights,Ryan Hernandez,60,242.02,Cancelled,Online,LIVE,2026-04-14
APT-103047,DS-201078,DS-201078,2024-08-30,Manicure,Joseph Wood,120,291.86,No-Show,Westside,LIVE,2026-04-14
APT-103048,DS-201078,DS-201078,2022-03-24,Pedicure,Amber Jackson,120,273.03,Completed,Main Branch,LIVE,2026-04-14
APT-103049,DS-201078,DS-201078,2021-02-01,Facial,Angel Shepherd,60,198.34,Completed,Online,LIVE,2026-04-14
APT-103050,DS-201078,DS-201078,2024-12-19,Consultation,Brittany Carson,45,299.42,Completed,Online,LIVE,2026-04-14
APT-103051,DS-201078,DS-201078,2019-06-15,Pedicure,Diana Peterson,90,265.6,Completed,Online,LIVE,2026-04-14
APT-103052,DS-201078,DS-201078,2020-12-01,Pedicure,Tiffany Garcia,120,119.6,Completed,Westside,LIVE,2026-04-14
APT-103053,DS-201078,DS-201078,2022-11-17,Pedicure,Joshua Sparks,90,154.27,Completed,Westside,LIVE,2026-04-14
APT-103054,DS-201078,DS-201078,2025-09-30,Pedicure,Diana Murray,45,278.32,Completed,Main Branch,LIVE,2026-04-14
APT-103055,DS-201078,DS-201078,2022-10-02,Highlights,Kenneth Smith,120,183.03,Completed,Online,LIVE,2026-04-14
APT-103056,DS-201079,DS-201079,2025-04-15,Keratin Treatment,Adam Wagner,60,208.12,Completed,Westside,LIVE,2026-04-14
APT-103057,DS-201079,DS-201079,2019-10-29,Massage,Mathew Dixon,60,97.46,Completed,Main Branch,LIVE,2026-04-14
APT-103058,DS-201079,DS-201079,2024-05-23,Haircut,Johnathan Guzman,90,26.91,Completed,Downtown,LIVE,2026-04-14
APT-103059,DS-201080,DS-201080,2022-12-23,Consultation,Tyler Delgado,30,191.67,Completed,Online,LIVE,2026-04-14
APT-103060,DS-201080,DS-201080,2019-04-21,Haircut,Lisa Mcdonald,120,153.01,Completed,Online,LIVE,2026-04-14
APT-103061,DS-201080,DS-201080,2024-08-15,Highlights,Travis Cooper,45,174.71,Completed,Westside,LIVE,2026-04-14
APT-103062,DS-201080,DS-201080,2022-12-13,Pedicure,Matthew Thomas,60,212.93,Completed,Downtown,LIVE,2026-04-14
APT-103063,DS-201080,DS-201080,2024-05-30,Blowout,Sarah Miller,90,267.91,Completed,Downtown,LIVE,2026-04-14
APT-103064,DS-201080,DS-201080,2023-08-11,Blowout,Richard Carlson,60,44.12,Completed,Online,LIVE,2026-04-14
APT-103065,DS-201080,DS-201080,2022-08-31,Facial,Lori Rodriguez,45,262.24,Cancelled,Online,LIVE,2026-04-14
APT-103066,DS-201080,DS-201080,2021-11-09,Facial,Jonathan Fields,60,210.84,Completed,Main Branch,LIVE,2026-04-14
APT-103067,DS-201080,DS-201080,2019-05-28,Keratin Treatment,Brian Kim,90,106.15,Completed,Online,LIVE,2026-04-14
APT-103068,DS-201082,DS-201082,2025-04-19,Facial,Mrs. Kathryn Harrington MD,45,46.84,Cancelled,Downtown,LIVE,2026-04-14
APT-103069,DS-201082,DS-201082,2026-01-15,Massage,Heather Lane,30,180.52,Cancelled,Online,LIVE,2026-04-14
APT-103070,DS-201082,DS-201082,2020-02-10,Haircut,Richard Taylor,120,238.46,Completed,Online,LIVE,2026-04-14
APT-103071,DS-201082,DS-201082,2022-07-06,Consultation,Brian Guzman,60,114.52,Completed,Westside,LIVE,2026-04-14
APT-103072,DS-201082,DS-201082,2023-02-14,Massage,Haley Allen,120,250.78,Completed,Downtown,LIVE,2026-04-14
APT-103073,DS-201082,DS-201082,2019-04-05,Haircut,Sara Bryan,30,155.59,Completed,Main Branch,LIVE,2026-04-14
APT-103074,DS-201082,DS-201082,2021-09-27,Pedicure,Amanda Williams,60,265.62,Completed,Westside,LIVE,2026-04-14
APT-103075,DS-201084,DS-201084,2026-03-31,Manicure,Jacob Keith,120,72.43,Completed,Main Branch,LIVE,2026-04-14
APT-103076,DS-201084,DS-201084,2026-02-10,Blowout,Laura Green,60,227.63,Completed,Online,LIVE,2026-04-14
APT-103077,DS-201084,DS-201084,2025-06-12,Manicure,Bonnie Taylor,60,44.05,Completed,Downtown,LIVE,2026-04-14
APT-103078,DS-201084,DS-201084,2024-10-28,Facial,Michael Diaz,120,110.26,No-Show,Downtown,LIVE,2026-04-14
APT-103079,DS-201084,DS-201084,2019-08-28,Blowout,Aaron Boyd,90,228.93,No-Show,Westside,LIVE,2026-04-14
APT-103080,DS-201084,DS-201084,2019-05-18,Consultation,Richard Houston,90,52.8,Completed,Main Branch,LIVE,2026-04-14
APT-103081,DS-201085,DS-201085,2023-07-15,Highlights,Terry Robinson,45,141.73,Cancelled,Main Branch,LIVE,2026-04-14
APT-103082,DS-201085,DS-201085,2020-07-30,Keratin Treatment,Jacob Valenzuela,45,248.7,Completed,Online,LIVE,2026-04-14
APT-103083,DS-201085,DS-201085,2019-05-26,Highlights,Scott Herring,90,143.86,Completed,Downtown,LIVE,2026-04-14
APT-103084,DS-201087,DS-201087,2023-12-26,Keratin Treatment,Rebekah Moore,30,177.53,Completed,Online,LIVE,2026-04-14
APT-103085,DS-201087,DS-201087,2023-01-24,Massage,David Graves,30,103.19,Completed,Westside,LIVE,2026-04-14
APT-103086,DS-201087,DS-201087,2021-04-14,Manicure,Jacqueline Lloyd,30,129.25,No-Show,Online,LIVE,2026-04-14
APT-103087,DS-201088,DS-201088,2024-07-21,Keratin Treatment,Mark Rios,30,272.36,Cancelled,Online,LIVE,2026-04-14
APT-103088,DS-201089,DS-201089,2025-10-27,Facial,Eduardo Meyer,120,266.12,Completed,Westside,LIVE,2026-04-14
APT-103089,DS-201089,DS-201089,2022-05-17,Consultation,Jill Fuentes,30,71.12,Completed,Westside,LIVE,2026-04-14
APT-103090,DS-201089,DS-201089,2024-10-13,Haircut,Chris Lambert,30,64.18,Completed,Online,LIVE,2026-04-14
